"행정구역","2023년05월_계_총인구수","2023년05월_계_연령구간인구수","2023년05월_계_0~9세","2023년05월_계_10~19세","2023년05월_계_20~29세","2023년05월_계_30~39세","2023년05월_계_40~49세","2023년05월_계_50~59세","2023년05월_계_60~69세","2023년05월_계_70~79세","2023년05월_계_80~89세","2023년05월_계_90~99세","2023년05월_계_100세 이상","2023년05월_남_총인구수","2023년05월_남_연령구간인구수","2023년05월_남_0~9세","2023년05월_남_10~19세","2023년05월_남_20~29세","2023년05월_남_30~39세","2023년05월_남_40~49세","2023년05월_남_50~59세","2023년05월_남_60~69세","2023년05월_남_70~79세","2023년05월_남_80~89세","2023년05월_남_90~99세","2023년05월_남_100세 이상","2023년05월_여_총인구수","2023년05월_여_연령구간인구수","2023년05월_여_0~9세","2023년05월_여_10~19세","2023년05월_여_20~29세","2023년05월_여_30~39세","2023년05월_여_40~49세","2023년05월_여_50~59세","2023년05월_여_60~69세","2023년05월_여_70~79세","2023년05월_여_80~89세","2023년05월_여_90~99세","2023년05월_여_100세 이상"
"부산광역시 수영구 민락동(2650080000)","28,009","28,009","2,021","1,729","3,122","3,986","4,128","4,536","4,716","2,624","1,003","141","3","13,492","13,492","1,032","887","1,640","1,969","2,094","2,138","2,112","1,201","394","25","0","14,517","14,517","989","842","1,482","2,017","2,034","2,398","2,604","1,423","609","116","3"
"부산광역시 사상구 (2653000000)","203,314","203,314","9,740","14,022","25,669","23,612","26,998","36,492","39,923","18,982","7,105","747","24","102,167","102,167","5,009","7,229","13,538","12,837","14,231","18,115","19,797","8,712","2,551","146","2","101,147","101,147","4,731","6,793","12,131","10,775","12,767","18,377","20,126","10,270","4,554","601","22"
"부산광역시 사상구 삼락동(2653058000)","5,466","5,466","184","264","498","514","578","1,132","1,283","706","278","27","2","2,866","2,866","98","129","278","275","330","650","688","310","103","5","0","2,600","2,600","86","135","220","239","248","482","595","396","175","22","2"
"부산광역시 사상구 모라제1동(2653059100)","27,046","27,046","1,280","1,867","3,008","3,143","3,509","4,805","5,713","2,643","973","101","4","13,470","13,470","649","989","1,596","1,685","1,849","2,317","2,752","1,237","372","24","0","13,576","13,576","631","878","1,412","1,458","1,660","2,488","2,961","1,406","601","77","4"
"부산광역시 사상구 모라제3동(2653059300)","9,628","9,628","189","337","636","589","1,022","1,739","2,461","1,728","840","85","2","4,555","4,555","90","177","374","333","600","928","1,199","618","226","10","0","5,073","5,073","99","160","262","256","422","811","1,262","1,110","614","75","2"
"부산광역시 사상구 덕포제1동(2653060000)","8,291","8,291","401","586","863","871","1,115","1,556","1,641","883","343","31","1","4,230","4,230","203","308","513","494","588","805","802","389","119","9","0","4,061","4,061","198","278","350","377","527","751","839","494","224","22","1"
"부산광역시 사상구 덕포제2동(2653061000)","12,458","12,458","579","863","1,450","1,304","1,601","2,302","2,703","1,217","384","54","1","6,299","6,299","290","458","771","694","871","1,116","1,326","619","144","10","0","6,159","6,159","289","405","679","610","730","1,186","1,377","598","240","44","1"
"부산광역시 사상구 괘법동(2653062000)","24,683","24,683","985","1,022","4,932","3,946","2,895","4,035","4,401","1,812","580","72","3","12,696","12,696","508","538","2,280","2,229","1,598","2,120","2,282","910","218","13","0","11,987","11,987","477","484","2,652","1,717","1,297","1,915","2,119","902","362","59","3"
"부산광역시 사상구 감전동(2653064500)","12,506","12,506","373","573","1,311","1,396","1,503","2,415","2,873","1,462","551","44","5","6,612","6,612","199","294","737","820","875","1,294","1,501","688","199","4","1","5,894","5,894","174","279","574","576","628","1,121","1,372","774","352","40","4"
"부산광역시 사상구 주례제1동(2653065000)","16,686","16,686","1,078","1,192","1,954","2,220","2,171","3,054","3,141","1,354","469","52","1","8,457","8,457","570","616","1,028","1,196","1,126","1,436","1,625","649","202","9","0","8,229","8,229","508","576","926","1,024","1,045","1,618","1,516","705","267","43","1"
"부산광역시 사상구 주례제2동(2653066000)","22,022","22,022","1,074","1,821","3,840","2,757","3,013","3,470","3,549","1,729","695","72","2","11,028","11,028","545","909","2,006","1,520","1,553","1,695","1,733","787","267","12","1","10,994","10,994","529","912","1,834","1,237","1,460","1,775","1,816","942","428","60","1"
"부산광역시 사상구 주례제3동(2653066100)","12,482","12,482","559","957","1,530","1,321","1,633","2,199","2,491","1,229","503","60","0","6,087","6,087","302","485","800","718","835","1,009","1,184","545","193","16","0","6,395","6,395","257","472","730","603","798","1,190","1,307","684","310","44","0"
"부산광역시 사상구 학장동(2653067000)","27,091","27,091","1,380","2,098","2,833","2,785","4,013","4,985","5,425","2,559","911","100","2","13,424","13,424","700","1,113","1,558","1,457","2,071","2,450","2,572","1,166","308","29","0","13,667","13,667","680","985","1,275","1,328","1,942","2,535","2,853","1,393","603","71","2"
"부산광역시 사상구 엄궁동(2653068000)","24,955","24,955","1,658","2,442","2,814","2,766","3,945","4,800","4,242","1,660","578","49","1","12,443","12,443","855","1,213","1,597","1,416","1,935","2,295","2,133","794","200","5","0","12,512","12,512","803","1,229","1,217","1,350","2,010","2,505","2,109","866","378","44","1"
"부산광역시 기장군 (2671000000)","179,441","179,441","16,499","18,845","16,630","22,908","33,595","26,217","23,697","13,919","6,217","885","29","88,850","88,850","8,440","9,731","8,827","11,513","17,033","13,468","11,081","6,327","2,246","182","2","90,591","90,591","8,059","9,114","7,803","11,395","16,562","12,749","12,616","7,592","3,971","703","27"
"부산광역시 기장군 기장읍(2671025000)","52,702","52,702","2,845","3,983","5,816","5,999","7,609","9,259","8,818","5,331","2,680","350","12","25,704","25,704","1,454","2,083","3,070","3,206","3,857","4,617","4,114","2,286","938","79","0","26,998","26,998","1,391","1,900","2,746","2,793","3,752","4,642","4,704","3,045","1,742","271","12"
"부산광역시 기장군 장안읍(2671025300)","8,805","8,805","381","402","925","1,029","1,021","1,569","1,790","1,032","553","97","6","4,749","4,749","198","222","562","615","613","903","907","522","188","18","1","4,056","4,056","183","180","363","414","408","666","883","510","365","79","5"
"부산광역시 기장군 정관읍(2671025600)","80,837","80,837","9,506","11,717","6,506","10,443","19,034","9,894","7,334","4,506","1,647","246","4","40,015","40,015","4,893","6,047","3,354","5,014","9,486","5,248","3,235","2,040","656","42","0","40,822","40,822","4,613","5,670","3,152","5,429","9,548","4,646","4,099","2,466","991","204","4"
"부산광역시 기장군 일광읍(2671025900)","29,284","29,284","3,477","2,314","2,803","4,865","5,025","4,185","3,898","1,809","790","113","5","14,425","14,425","1,752","1,171","1,483","2,352","2,573","2,026","1,924","859","261","23","1","14,859","14,859","1,725","1,143","1,320","2,513","2,452","2,159","1,974","950","529","90","4"
"부산광역시 기장군 철마면(2671033000)","7,813","7,813","290","429","580","572","906","1,310","1,857","1,241","547","79","2","3,957","3,957","143","208","358","326","504","674","901","620","203","20","0","3,856","3,856","147","221","222","246","402","636","956","621","344","59","2"
"대구광역시  (2700000000)","2,357,032","2,357,032","154,081","215,304","288,001","278,594","359,594","414,037","355,706","187,721","92,212","11,533","249","1,158,397","1,158,397","78,889","111,344","152,179","147,964","177,589","202,213","169,679","82,360","33,490","2,661","29","1,198,635","1,198,635","75,192","103,960","135,822","130,630","182,005","211,824","186,027","105,361","58,722","8,872","220"
"대구광역시 중구 (2711000000)","83,702","83,702","6,084","5,853","12,292","12,997","12,108","12,116","10,645","7,213","3,832","546","16","40,089","40,089","3,070","2,944","5,740","6,748","6,070","5,988","4,942","2,987","1,447","152","1","43,613","43,613","3,014","2,909","6,552","6,249","6,038","6,128","5,703","4,226","2,385","394","15"
"대구광역시 중구 동인동(2711051700)","8,384","8,384","296","470","1,336","1,365","1,024","1,228","1,224","865","488","85","3","4,188","4,188","142","236","639","762","559","661","601","368","192","28","0","4,196","4,196","154","234","697","603","465","567","623","497","296","57","3"
"대구광역시 중구 삼덕동(2711054500)","6,306","6,306","319","374","1,746","1,188","831","666","600","354","200","27","1","3,023","3,023","153","178","789","653","426","336","257","151","71","9","0","3,283","3,283","166","196","957","535","405","330","343","203","129","18","1"
"대구광역시 중구 성내1동(2711056500)","4,794","4,794","101","182","1,516","835","481","544","523","367","203","41","1","2,291","2,291","56","89","609","478","257","296","274","145","76","10","1","2,503","2,503","45","93","907","357","224","248","249","222","127","31","0"
"대구광역시 중구 성내2동(2711057500)","5,069","5,069","222","252","992","811","573","706","706","511","258","37","1","2,539","2,539","110","130","435","472","307","389","348","239","99","10","0","2,530","2,530","112","122","557","339","266","317","358","272","159","27","1"
"대구광역시 중구 성내3동(2711058500)","4,874","4,874","568","278","483","872","800","652","628","391","184","18","0","2,445","2,445","283","143","245","437","436","341","309","186","62","3","0","2,429","2,429","285","135","238","435","364","311","319","205","122","15","0"
"대구광역시 중구 대신동(2711059500)","7,468","7,468","707","515","703","1,069","1,197","1,163","1,093","654","322","43","2","3,611","3,611","370","270","359","531","610","557","507","270","122","15","0","3,857","3,857","337","245","344","538","587","606","586","384","200","28","2"
"대구광역시 중구 남산1동(2711064000)","4,342","4,342","189","264","806","565","571","643","624","423","231","26","0","2,055","2,055","96","135","349","304","278","328","302","170","87","6","0","2,287","2,287","93","129","457","261","293","315","322","253","144","20","0"
"대구광역시 중구 남산2동(2711065000)","7,356","7,356","774","550","904","1,297","1,195","1,011","764","552","258","48","3","3,497","3,497","370","253","425","617","612","500","370","236","106","8","0","3,859","3,859","404","297","479","680","583","511","394","316","152","40","3"
"대구광역시 중구 남산3동(2711066000)","6,338","6,338","412","538","608","749","1,026","1,027","919","655","355","49","0","2,889","2,889","221","271","308","376","478","480","385","246","113","11","0","3,449","3,449","191","267","300","373","548","547","534","409","242","38","0"
"대구광역시 중구 남산4동(2711067000)","16,234","16,234","1,542","1,395","1,653","2,457","2,521","2,416","2,050","1,402","713","81","4","7,633","7,633","778","736","808","1,224","1,214","1,145","871","568","265","24","0","8,601","8,601","764","659","845","1,233","1,307","1,271","1,179","834","448","57","4"
"대구광역시 중구 대봉1동(2711068000)","7,829","7,829","550","682","1,037","1,021","1,142","1,285","933","654","460","65","0","3,657","3,657","283","331","497","496","546","593","456","240","193","22","0","4,172","4,172","267","351","540","525","596","692","477","414","267","43","0"
"대구광역시 중구 대봉2동(2711069000)","4,708","4,708","404","353","508","768","747","775","581","385","160","26","1","2,261","2,261","208","172","277","398","347","362","262","168","61","6","0","2,447","2,447","196","181","231","370","400","413","319","217","99","20","1"
"대구광역시 동구 (2714000000)","339,677","339,677","22,160","26,116","37,676","42,689","50,181","55,952","54,969","32,248","15,842","1,804","40","166,570","166,570","11,294","13,622","19,762","22,851","25,663","27,468","25,495","14,161","5,822","426","6","173,107","173,107","10,866","12,494","17,914","19,838","24,518","28,484","29,474","18,087","10,020","1,378","34"
"대구광역시 동구 신암1동(2714051000)","8,729","8,729","515","433","922","1,001","1,114","1,433","1,523","1,068","654","64","2","4,357","4,357","259","250","515","562","616","747","705","450","241","12","0","4,372","4,372","256","183","407","439","498","686","818","618","413","52","2"
"대구광역시 동구 신암2동(2714052000)","10,080","10,080","824","858","843","1,181","1,714","1,540","1,438","1,045","568","68","1","4,758","4,758","424","458","456","595","861","745","613","392","191","23","0","5,322","5,322","400","400","387","586","853","795","825","653","377","45","1"
"대구광역시 동구 신암3동(2714053000)","11,289","11,289","1,263","732","1,072","1,978","1,677","1,660","1,521","891","440","53","2","5,538","5,538","653","406","546","987","861","805","689","397","178","16","0","5,751","5,751","610","326","526","991","816","855","832","494","262","37","2"
"대구광역시 동구 신암4동(2714054000)","11,876","11,876","378","580","1,668","1,515","1,444","2,184","2,186","1,290","565","64","2","5,896","5,896","187","309","825","874","782","1,107","1,013","568","212","18","1","5,980","5,980","191","271","843","641","662","1,077","1,173","722","353","46","1"
"대구광역시 동구 신암5동(2714054100)","7,665","7,665","426","430","828","987","941","1,317","1,414","843","440","39","0","3,658","3,658","207","211","448","540","487","631","610","358","156","10","0","4,007","4,007","219","219","380","447","454","686","804","485","284","29","0"
"대구광역시 동구 신천1.2동(2714055500)","12,236","12,236","543","787","1,308","1,331","1,651","2,072","2,138","1,505","810","91","0","5,741","5,741","283","423","692","688","842","969","927","602","289","26","0","6,495","6,495","260","364","616","643","809","1,103","1,211","903","521","65","0"
"대구광역시 동구 신천3동(2714057000)","14,679","14,679","1,214","1,218","1,720","2,339","2,291","2,424","1,858","1,019","527","68","1","7,254","7,254","623","696","886","1,202","1,130","1,180","886","433","201","17","0","7,425","7,425","591","522","834","1,137","1,161","1,244","972","586","326","51","1"
"대구광역시 동구 신천4동(2714058000)","8,301","8,301","326","378","1,378","1,367","1,087","1,262","1,275","819","362","45","2","4,084","4,084","158","212","596","751","609","650","595","362","142","8","1","4,217","4,217","168","166","782","616","478","612","680","457","220","37","1"
"대구광역시 동구 효목1동(2714059000)","12,887","12,887","381","639","1,520","1,164","1,462","2,264","2,736","1,770","872","78","1","6,382","6,382","222","338","820","674","808","1,122","1,263","772","336","27","0","6,505","6,505","159","301","700","490","654","1,142","1,473","998","536","51","1"
"대구광역시 동구 효목2동(2714060000)","13,250","13,250","613","907","1,502","1,530","1,819","2,180","2,398","1,479","724","96","2","6,323","6,323","286","470","773","865","914","1,030","1,083","610","267","24","1","6,927","6,927","327","437","729","665","905","1,150","1,315","869","457","72","1"
"대구광역시 동구 도평동(2714061500)","3,849","3,849","140","207","537","379","410","644","794","457","256","24","1","2,076","2,076","68","119","363","240","235","346","403","201","97","4","0","1,773","1,773","72","88","174","139","175","298","391","256","159","20","1"
"대구광역시 동구 불로.봉무동(2714062000)","20,840","20,840","1,729","2,382","2,039","2,342","3,812","3,304","2,904","1,569","660","97","2","10,249","10,249","852","1,216","1,089","1,170","1,909","1,632","1,391","733","238","19","0","10,591","10,591","877","1,166","950","1,172","1,903","1,672","1,513","836","422","78","2"
